登番,選手名,地力3連対,全国4走,実4まくり率,期待まくり率,まくり力,実4_1着率,全国4ST,当地4走,当地4まくり率
4208,三浦永理,67.5,41,7.3,12.9,-4.1,22.0,0.14,0,
4680,後藤美翼,55.9,34,2.9,8.9,-4.1,2.9,0.206,5,0.0
4684,楠原翔太,53.3,34,2.9,8.9,-4.1,5.9,0.17,2,0.0
4931,木谷賢太,72.3,41,7.3,12.9,-4.1,9.8,0.152,3,0.0
5015,高橋竜矢,71.4,41,7.3,12.9,-4.1,14.6,0.145,3,0.0
5023,久永祥平,59.8,33,3.0,9.0,-4.1,3.0,0.157,2,0.0
5239,上野俊樹,49.5,24,0.0,6.7,-4.1,4.2,0.136,1,0.0
5240,高橋龍治,44.4,26,0.0,6.4,-4.1,0.0,0.152,1,0.0
5050,木下雄介,59.9,33,3.0,9.0,-4.1,18.2,0.162,2,0.0
3837,秋山広一,64.8,39,5.1,11.0,-4.2,7.7,0.166,0,
3955,眞田英二,48.0,25,0.0,6.7,-4.2,8.0,0.176,0,
4049,荒川健太,62.0,54,3.7,9.0,-4.2,7.4,0.182,2,50.0
4691,水原慎,42.7,29,0.0,6.4,-4.2,0.0,0.2,0,
5170,佐藤太亮,47.4,29,0.0,6.4,-4.2,0.0,0.156,2,0.0
5134,大原祥昌,55.4,35,2.9,8.9,-4.2,2.9,0.141,2,0.0
3105,内山文典,48.4,28,0.0,6.7,-4.3,3.6,0.148,1,0.0
3541,三嶌誠司,61.0,35,2.9,9.0,-4.3,8.6,0.142,3,0.0
4422,永井亮次,45.0,31,0.0,6.4,-4.3,0.0,0.179,0,
5127,沼田大都,45.5,31,0.0,6.4,-4.3,0.0,0.231,0,
4425,大井清貴,48.9,27,0.0,6.7,-4.3,3.7,0.17,0,
3284,渡邊伸太郎,46.1,32,0.0,6.4,-4.4,3.1,0.209,0,
3772,一柳和孝,50.8,30,0.0,6.7,-4.4,3.3,0.13,2,0.0
3783,瓜生正義,60.5,36,2.8,9.0,-4.4,5.6,0.149,1,0.0
3880,浅見宗孝,44.8,32,0.0,6.4,-4.4,3.1,0.193,0,
4055,吉田俊彦,64.1,55,5.5,11.0,-4.4,9.1,0.158,0,
4417,服部剛,48.3,30,0.0,6.7,-4.4,3.3,0.2,2,0.0
4484,稲生夏季,47.9,29,0.0,6.7,-4.4,0.0,0.177,0,
4626,伊藤紘章,43.2,33,0.0,6.4,-4.4,0.0,0.244,1,0.0
4778,堤啓輔,49.7,29,0.0,6.7,-4.4,6.9,0.156,0,
5376,吉田一心,47.4,32,0.0,6.4,-4.4,3.1,0.19,1,0.0
3445,加藤高史,48.9,32,0.0,6.7,-4.5,6.2,0.186,2,0.0
3478,嶋田貴支,49.3,31,0.0,6.7,-4.5,9.7,0.171,0,
3489,大場敏,57.7,59,3.4,9.0,-4.5,6.8,0.153,2,0.0
3635,石田政吾,49.1,32,0.0,6.7,-4.5,3.1,0.169,0,
3663,木山和幸,52.9,38,2.6,8.9,-4.5,5.3,0.172,0,
3696,白井友晴,45.7,34,0.0,6.4,-4.5,0.0,0.165,3,0.0
3831,安藤裕貴,42.9,34,0.0,6.4,-4.5,2.9,0.142,1,0.0
3893,汐崎正則,45.6,36,0.0,6.4,-4.5,2.8,0.162,1,0.0
4111,奥田誠,52.6,38,2.6,8.9,-4.5,2.6,0.156,0,
4293,鈴木智啓,46.9,34,0.0,6.4,-4.5,0.0,0.186,1,0.0
4296,岡崎恭裕,67.3,26,3.8,11.0,-4.5,3.8,0.139,0,
4371,西山貴浩,56.4,38,2.6,8.9,-4.5,7.9,0.122,0,
4457,神田達也,45.1,36,0.0,6.4,-4.5,2.8,0.16,4,0.0
4659,木下翔太,70.0,44,6.8,12.9,-4.5,13.6,0.146,0,
4718,北川太一,63.3,41,4.9,11.0,-4.5,4.9,0.134,0,
4740,齋藤達希,43.6,35,0.0,6.4,-4.5,2.9,0.186,0,
4758,富樫麗加,59.6,15,0.0,9.0,-4.5,0.0,0.165,3,0.0
5120,山本稔太朗,51.5,31,0.0,6.7,-4.5,0.0,0.141,0,
5203,神里琴音,45.5,36,0.0,6.4,-4.5,2.8,0.142,1,0.0
5249,三木晴斗,49.2,31,0.0,6.7,-4.5,0.0,0.156,0,
3813,佐藤大介,68.1,32,6.2,12.9,-4.5,9.4,0.182,0,
3845,中谷朋子,51.4,31,0.0,6.7,-4.5,3.2,0.195,2,0.0
4065,金田幸子,46.9,36,0.0,6.4,-4.5,2.8,0.175,0,
4195,前川守嗣,48.3,31,0.0,6.7,-4.5,3.2,0.154,0,
4300,加藤綾,44.7,36,0.0,6.4,-4.5,2.8,0.168,2,0.0
4357,田中和也,70.9,44,6.8,12.9,-4.5,13.6,0.156,0,
5095,小原聡将,64.2,26,3.8,11.0,-4.5,15.4,0.156,2,0.0
3434,松尾宣邦,45.3,38,0.0,6.4,-4.6,0.0,0.156,0,
3455,谷本幸司,45.9,39,0.0,6.4,-4.6,2.6,0.147,1,0.0
3581,加木郁,45.3,37,0.0,6.4,-4.6,5.4,0.177,0,
3606,川北浩貴,55.3,40,2.5,8.9,-4.6,5.0,0.166,0,
3892,草場康幸,52.0,34,0.0,6.7,-4.6,0.0,0.154,0,
4259,真庭明志,56.7,40,2.5,8.9,-4.6,5.0,0.152,0,
4273,佐藤旭,47.7,33,0.0,6.7,-4.6,0.0,0.195,3,0.0
4389,伊藤喜智,54.3,40,2.5,8.9,-4.6,10.0,0.164,1,0.0
4444,桐生順平,61.4,38,2.6,9.0,-4.6,7.9,0.133,8,0.0
4578,藤山雅弘,57.8,38,2.6,9.0,-4.6,5.3,0.174,2,0.0
4604,岩瀬裕亮,67.8,45,6.7,12.9,-4.6,11.1,0.149,3,33.3
4835,橋本明,47.5,39,0.0,6.4,-4.6,0.0,0.145,1,0.0
5102,原田雄次,45.2,37,0.0,6.4,-4.6,0.0,0.202,1,0.0
4077,品田直樹,51.7,34,0.0,6.7,-4.6,11.8,0.175,0,
3350,藤本佳史,48.3,36,0.0,6.7,-4.7,2.8,0.176,2,0.0
4006,小野勇作,50.8,35,0.0,6.7,-4.7,2.9,0.157,0,
4241,大串重幸,58.5,39,2.6,9.0,-4.7,2.6,0.171,0,
4266,長田頼宗,64.7,43,4.7,11.0,-4.7,4.7,0.162,0,
4303,牧原崇,49.3,36,0.0,6.7,-4.7,2.8,0.153,1,0.0
4379,桑島和宏,60.1,40,2.5,9.0,-4.7,5.0,0.146,0,
4441,末永由楽,61.4,40,2.5,9.0,-4.7,2.5,0.131,2,0.0
4515,藤田浩人,60.7,40,2.5,9.0,-4.7,2.5,0.16,0,
4861,田中宏樹,51.2,35,0.0,6.7,-4.7,8.6,0.177,1,0.0
4981,牧山敦也,50.5,37,0.0,6.7,-4.7,2.7,0.174,0,
5247,大森翼,45.7,42,0.0,6.4,-4.7,4.8,0.161,1,0.0
4566,塩田北斗,58.0,40,2.5,9.0,-4.7,2.5,0.13,0,
5174,川井萌,52.9,17,0.0,8.9,-4.7,5.9,0.192,3,0.0
4099,吉永則雄,63.7,44,4.5,11.0,-4.8,6.8,0.159,3,0.0
4159,向後龍一,58.7,41,2.4,9.0,-4.8,4.9,0.163,6,0.0
4452,松尾祭,51.2,38,0.0,6.7,-4.8,2.6,0.174,0,
4652,酒見峻介,47.6,38,0.0,6.7,-4.8,5.3,0.168,0,
4676,後藤隼之,51.6,39,0.0,6.7,-4.8,0.0,0.173,0,
4961,西橋奈未,61.2,41,2.4,9.0,-4.8,4.9,0.148,3,0.0
4335,若林将,72.9,36,8.3,15.2,-4.8,13.9,0.112,2,0.0
4911,片岡大地,50.8,39,0.0,6.7,-4.8,2.6,0.144,2,0.0
3334,角ひとみ,53.9,44,2.3,8.9,-4.9,2.3,0.21,1,0.0
3482,金子猛志,49.1,41,0.0,6.7,-4.9,2.4,0.164,3,0.0
4471,新田泰章,68.4,47,6.4,12.9,-4.9,10.6,0.15,4,0.0
4603,谷川将太,53.5,43,2.3,8.9,-4.9,2.3,0.166,0,
4732,堀本和也,63.8,45,4.4,11.0,-4.9,15.6,0.098,0,
5018,竹下大樹,68.5,47,6.4,12.9,-4.9,8.5,0.154,0,
3746,岡瀬正人,56.2,46,2.2,8.9,-5.0,4.3,0.188,0,
3933,山地正樹,54.7,19,0.0,8.9,-5.0,0.0,0.176,1,0.0
4238,毒島誠,75.6,27,7.4,15.2,-5.0,18.5,0.152,1,0.0
4524,深谷知博,60.9,44,2.3,9.0,-5.0,9.1,0.134,2,0.0
4607,鶴田勇雄,57.8,44,2.3,9.0,-5.0,2.3,0.185,3,0.0
3576,白水勝也,75.8,37,8.1,15.2,-5.0,10.8,0.167,2,0.0
4654,篠田優也,64.2,46,4.3,11.0,-5.0,13.0,0.146,2,0.0
4546,浜田亜理沙,66.0,30,3.3,11.0,-5.1,6.7,0.172,6,0.0
4611,今井美亜,59.2,45,2.2,9.0,-5.1,2.2,0.177,1,0.0
4148,枝尾賢,58.1,45,2.2,9.0,-5.1,2.2,0.133,1,0.0
3745,橋本年光,55.1,21,0.0,8.9,-5.2,0.0,0.162,0,
4083,福島勇樹,75.0,38,7.9,15.2,-5.2,10.5,0.133,3,33.3
4348,宮崎奨,60.4,46,2.2,9.0,-5.2,2.2,0.164,1,0.0
4584,村岡賢人,69.0,37,5.4,12.9,-5.3,5.4,0.115,2,0.0
5045,平川香織,65.9,49,4.1,11.0,-5.3,10.2,0.214,8,0.0
4124,池田雄一,65.0,33,3.0,11.0,-5.5,9.1,0.178,2,0.0
4545,岡村慶太,70.6,39,5.1,12.9,-5.6,12.8,0.142,3,0.0
4184,渡邊雄一郎,74.5,41,7.3,15.2,-5.8,26.8,0.174,0,
4848,仲谷颯仁,62.8,36,2.8,11.0,-5.8,2.8,0.156,2,0.0
4096,石橋道友,65.0,36,2.8,11.0,-5.8,11.1,0.147,1,0.0
4531,武富智亮,63.9,36,2.8,11.0,-5.8,5.6,0.175,0,
4685,島村隆幸,79.1,37,16.2,24.4,-5.8,18.9,0.165,2,0.0
5142,常住蓮,74.9,42,7.1,15.2,-5.9,19.0,0.137,0,
4003,表憲一,53.2,30,0.0,8.9,-5.9,0.0,0.163,0,
4661,中島昂章,53.0,32,0.0,8.9,-6.0,0.0,0.181,0,
3715,倉尾大介,59.5,31,0.0,9.0,-6.1,3.2,0.18,2,0.0
4209,藤田竜弘,54.2,33,0.0,8.9,-6.1,3.0,0.168,2,0.0
4817,渡邉翼,61.2,31,0.0,9.0,-6.1,3.2,0.152,0,
5193,米丸乃絵,66.7,39,2.6,11.0,-6.1,2.6,0.161,2,0.0
4456,鎌倉涼,66.7,40,2.5,11.0,-6.2,5.0,0.171,1,0.0
4464,山下友貴,64.8,40,2.5,11.0,-6.2,12.5,0.192,2,0.0
4596,葛原大陽,65.9,40,2.5,11.0,-6.2,5.0,0.155,0,
4776,竹田和哉,71.0,44,4.5,12.9,-6.2,11.4,0.158,0,
4523,中村辰也,60.4,33,0.0,9.0,-6.2,3.0,0.146,0,
4630,岩永雅人,56.9,36,0.0,8.9,-6.3,2.8,0.173,1,0.0
5189,藤原早菜,57.3,37,0.0,8.9,-6.3,8.1,0.185,0,
3385,渡邉睦広,55.8,39,0.0,8.9,-6.4,5.1,0.157,0,
4061,萩原秀人,65.9,43,2.3,11.0,-6.4,7.0,0.143,2,0.0
4633,森智也,58.0,37,0.0,9.0,-6.4,2.7,0.178,0,
3161,古場輝義,55.3,42,0.0,8.9,-6.5,2.4,0.171,1,0.0
3655,本橋克洋,54.5,42,0.0,8.9,-6.5,0.0,0.184,2,0.0
4015,前野竜一,60.0,39,0.0,9.0,-6.5,2.6,0.156,0,
4089,妹尾忠幸,65.2,44,2.3,11.0,-6.5,9.1,0.165,0,
4142,平野和明,56.1,41,0.0,8.9,-6.5,0.0,0.176,1,0.0
4831,羽野直也,67.9,31,3.2,12.9,-6.5,9.7,0.152,0,
4179,広次修,55.0,42,0.0,8.9,-6.5,2.4,0.156,1,0.0
4318,桑原将光,54.0,42,0.0,8.9,-6.5,0.0,0.15,2,0.0
3435,寺田千恵,63.6,45,2.2,11.0,-6.6,8.9,0.151,1,0.0
4362,土屋智則,60.6,40,0.0,9.0,-6.6,7.5,0.145,0,
4373,若狭奈美子,66.8,45,2.2,11.0,-6.6,8.9,0.181,4,0.0
4739,中村晃朋,65.1,45,2.2,11.0,-6.6,6.7,0.13,0,
4719,上條暢嵩,64.8,47,2.1,11.0,-6.7,8.5,0.127,2,0.0
3997,北村征嗣,67.8,51,3.9,12.9,-6.9,9.8,0.167,0,
5224,西岡顕心,70.7,34,2.9,12.9,-6.9,8.8,0.137,0,
3679,飯島昌弘,67.3,55,1.8,11.0,-7.2,7.3,0.16,6,0.0
4759,今泉友吾,69.0,37,2.7,12.9,-7.2,8.1,0.174,3,0.0
4590,渡邉優美,67.7,38,2.6,12.9,-7.3,13.2,0.153,0,
3737,上平真二,69.0,39,2.6,12.9,-7.4,2.6,0.176,3,0.0
4218,吉川喜継,73.7,53,5.7,15.2,-7.4,11.3,0.162,4,0.0
3826,村田修次,65.0,32,0.0,11.0,-7.5,0.0,0.152,0,
4123,細川裕子,68.5,41,2.4,12.9,-7.6,4.9,0.184,0,
4133,高橋正男,65.7,37,0.0,11.0,-7.8,2.7,0.135,3,0.0
3499,市川哲也,62.6,40,0.0,11.0,-8.0,2.5,0.135,0,
4786,佐藤博亮,68.5,46,2.2,12.9,-8.1,13.0,0.131,3,0.0
4069,山本修一,63.9,43,0.0,11.0,-8.2,4.7,0.174,0,
4451,松崎祐太郎,64.6,44,0.0,11.0,-8.2,2.3,0.15,0,
4172,森定晃史,63.8,44,0.0,11.0,-8.2,11.4,0.164,0,
4058,野末智一,63.7,55,0.0,11.0,-8.6,0.0,0.185,0,
4136,江夏満,71.0,30,0.0,12.9,-8.6,3.3,0.175,1,0.0
4236,松村敏,79.4,48,12.5,24.4,-9.0,16.7,0.11,2,0.0
