regno,選手名,外3着率,外3着源,艇番5乗艇,艇番5率,艇番6乗艇,艇番6率,残し率,型,6コ2着率,6コ3着率
5315,浅井翼,0.034,全国,31.0,0.129,33.0,0.061,,,0.025,0.0
5316,村松将平,0.222,全国,36.0,0.417,37.0,0.351,,,,
5317,長尾萌加,0.216,全国,38.0,0.342,32.0,0.281,,,,
5318,河内一馬,0.084,全国,37.0,0.216,32.0,0.125,,,0.075,0.025
5319,近藤颯斗,0.181,全国,24.0,0.458,26.0,0.231,,,,
5320,岩崎麗子,0.068,全国,27.0,0.111,27.0,0.148,,,,
5321,一色颯輝,0.19,全国,26.0,0.462,24.0,0.5,,,,
5322,根岸真優,0.065,全国,37.0,0.189,27.0,0.074,,,,
5323,香川陽太,0.143,全国,29.0,0.379,29.0,0.138,,,,
5324,畑田希咲,0.013,全国,23.0,0.0,22.0,0.0,,,,
5325,澁川夏,0.18,全国,37.0,0.324,45.0,0.244,,,0.045,0.159
5326,三嶌さらら,0.144,全国,50.0,0.24,44.0,0.205,,,0.042,0.104
5327,西田和加,0.011,全国,31.0,0.0,28.0,0.0,,,,
5328,井上慧人,0.21,全国,28.0,0.429,22.0,0.136,,,,
5329,金子龍斗,0.176,全国,44.0,0.432,36.0,0.25,,,,
5330,安河内鈴之介,0.19,全国,33.0,0.606,33.0,0.394,,,,
5331,佐藤永梧,0.167,全国,27.0,0.333,25.0,0.2,,,,
5332,村松遥輝,0.07,全国,31.0,0.258,36.0,0.083,,,,
5333,山下智己,0.106,全国,28.0,0.286,,,,,,
5334,樫葉新心,0.087,全国,37.0,0.162,31.0,0.065,,,,
5335,森陽多,0.053,全国,28.0,0.143,39.0,0.077,,,0.045,0.023
5336,瀬川大地,0.043,全国,26.0,0.115,19.0,0.0,,,,
5337,出畑孝成,0.156,当地,59.0,0.305,66.0,0.273,,,0.101,0.089
5338,香月大輝,0.148,全国,45.0,0.267,38.0,0.158,,,0.043,0.152
5339,石井伸長,0.11,全国,30.0,0.4,27.0,0.259,,,,
5340,樋江井舞,0.167,全国,48.0,0.292,46.0,0.196,,,0.057,0.113
5341,山道諄也,0.061,全国,34.0,0.206,47.0,0.085,,,0.033,0.05
5342,原村百那,0.036,全国,43.0,0.07,49.0,0.041,,,0.019,0.019
5343,小林礼央,0.201,全国,47.0,0.468,49.0,0.306,,,0.125,0.125
5344,谷口丞,0.248,全国,43.0,0.279,38.0,0.263,,,0.047,0.209
5345,牧村俊輝,0.055,全国,35.0,0.114,35.0,0.114,,,0.021,0.042
5346,中村紋夕梨,0.089,全国,41.0,0.098,44.0,0.045,,,0.0,0.023
5347,井澤聖奈,0.029,全国,44.0,0.045,54.0,0.019,,,0.0,0.016
5348,小林甘寧,0.146,全国,39.0,0.487,58.0,0.276,,,0.177,0.065
5349,宮崎奏磨,0.007,全国,41.0,0.049,47.0,0.0,,,0.0,0.0
5350,網代良芽,0.196,全国,36.0,0.333,32.0,0.375,,,,
5351,齊藤廉,0.186,全国,37.0,0.432,33.0,0.303,,,,
5352,西岡蒼志,0.132,全国,34.0,0.441,29.0,0.276,,,,
5353,草川壮良,0.062,全国,34.0,0.147,47.0,0.106,,,0.036,0.055
5354,渡邊雄斗,0.076,全国,45.0,0.178,60.0,0.117,,,0.053,0.067
5355,萩原丈太朗,0.047,全国,32.0,0.062,38.0,0.026,,,0.0,0.038
5356,長谷川暖,0.153,全国,26.0,0.5,34.0,0.294,,,,
5357,田中瀬里奈,0.029,全国,33.0,0.0,37.0,0.027,,,0.0,0.017
5358,増本杏珠,0.116,全国,22.0,0.227,34.0,0.059,,,,
5359,佐藤世那,0.169,全国,29.0,0.31,24.0,0.333,,,,
5360,高木茉白,0.081,全国,29.0,0.103,38.0,0.158,,,0.045,0.091
5361,植竹玲奈,0.094,全国,40.0,0.1,37.0,0.081,,,0.021,0.085
5362,中嶋世奈,0.064,全国,34.0,0.118,44.0,0.023,,,0.0,0.042
5363,山本凱立,0.012,全国,26.0,0.038,55.0,0.018,,,0.0,0.012
5364,金子怜央,0.057,全国,50.0,0.14,68.0,0.044,,,0.024,0.012
5365,石村日奈那,0.045,全国,45.0,0.089,54.0,0.056,,,0.0,0.037
5366,塩嶋泰空,0.008,全国,36.0,0.0,59.0,0.0,,,0.0,0.0
5367,赤松咲香,0.01,全国,31.0,0.032,45.0,0.022,,,0.019,0.0
5368,宮崎心之介,0.155,全国,41.0,0.268,44.0,0.295,,,0.055,0.164
5369,岡崎凪汰,0.02,全国,29.0,0.103,39.0,0.0,,,0.0,0.0
5370,日隈茜,0.0,全国,34.0,0.0,47.0,0.0,,,0.0,0.0
5371,早川颯太,0.014,全国,49.0,0.02,50.0,0.04,,,0.017,0.017
5372,上岡巧汰,0.046,全国,42.0,0.024,73.0,0.082,,,0.0,0.037
5373,諏訪玲奈,0.131,全国,34.0,0.235,29.0,0.069,,,,
5374,木山大聖,0.11,全国,50.0,0.26,52.0,0.115,,,0.017,0.117
5375,庄島潤成,0.095,全国,53.0,0.094,60.0,0.133,,,0.045,0.102
5376,吉田一心,0.173,全国,38.0,0.316,34.0,0.353,,,,
5377,鳥居塚嶺王,0.16,全国,47.0,0.298,47.0,0.277,,,0.058,0.154
5378,鈴木結平太,0.027,全国,49.0,0.02,66.0,0.03,,,0.012,0.012
5379,廣部大明,0.132,全国,26.0,0.077,38.0,0.132,,,0.019,0.093
5380,野田亜湖,0.0,全国,46.0,0.0,60.0,0.0,,,0.0,0.0
5381,有山望,0.069,全国,47.0,0.149,43.0,0.093,,,0.0,0.061
5382,山下心一,0.066,全国,42.0,0.048,54.0,0.074,,,0.016,0.048
5383,中村楓,0.053,全国,57.0,0.158,63.0,0.016,,,0.0,0.023
5384,八戸琉楓,0.025,全国,50.0,0.08,68.0,0.029,,,0.0,0.02
5385,鈴木柊介,0.101,全国,42.0,0.214,56.0,0.036,,,0.041,0.055
5386,米玉利大悟,0.083,全国,36.0,0.083,44.0,0.091,,,0.0,0.096
5387,戸田海咲音,0.016,全国,45.0,0.022,51.0,0.039,,,0.0,0.027
5388,佐野優都,0.172,全国,41.0,0.317,65.0,0.231,,,0.057,0.138
5389,恵良琴美,0.098,全国,60.0,0.117,80.0,0.1,,,0.02,0.06
5390,高橋涼夏,0.046,全国,37.0,0.108,66.0,0.061,,,0.012,0.037
5391,出穂和鼓,0.021,全国,46.0,0.0,52.0,0.058,,,0.014,0.027
5392,安武一也,0.069,当地,44.0,0.023,84.0,0.024,,,0.009,0.009
5393,藤原駿,0.013,全国,44.0,0.023,86.0,0.012,,,0.0,0.008
5394,福西広太郎,0.145,全国,57.0,0.281,82.0,0.183,,,0.029,0.154
5395,日高龍之介,0.052,全国,45.0,0.133,61.0,0.098,,,0.04,0.04
5396,近藤来希,0.036,全国,44.0,0.091,63.0,0.016,,,0.0,0.023
5397,寺田夢生,0.019,全国,52.0,0.019,97.0,0.01,,,0.0,0.017
5398,鐘ヶ江真司,0.14,全国,46.0,0.261,55.0,0.182,,,0.0,0.121
5399,長野未来,0.051,全国,35.0,0.029,81.0,0.037,,,0.0,0.053
5400,高村諒,0.041,全国,50.0,0.12,60.0,0.033,,,0.011,0.053
5401,谷海夏人,0.07,全国,28.0,0.179,56.0,0.089,,,0.036,0.071
5402,塚越陸斗,0.008,全国,29.0,0.0,81.0,0.025,,,0.009,0.009
5403,藤山湧太,0.053,全国,53.0,0.113,79.0,0.076,,,0.028,0.028
5404,内田壮,0.082,全国,42.0,0.119,77.0,0.117,,,0.028,0.083
5405,竹内来,0.075,全国,53.0,0.151,66.0,0.03,,,0.0,0.06
5406,小畑楓夏,0.018,全国,54.0,0.019,108.0,0.019,,,0.0,0.021
5407,中岡駿,0.07,全国,47.0,0.128,73.0,0.068,,,0.022,0.044
5408,中山鷹輔,0.066,全国,17.0,0.118,38.0,0.053,,,0.0,0.08
5409,宮本琉正,0.022,当地,44.0,0.091,85.0,0.071,,,0.017,0.042
5410,今泉澪,0.017,全国,41.0,0.049,71.0,0.042,,,0.018,0.018
5411,木下虎之輔,0.045,全国,48.0,0.062,91.0,0.033,,,0.008,0.016
5412,久保田凪紗,0.019,全国,49.0,0.041,85.0,0.024,,,0.0,0.019
5413,宮城那菜,0.04,当地,55.0,0.164,98.0,0.02,,,0.009,0.026
5414,中澤英里,0.045,全国,,,16.0,0.062,,,,
5415,阿部未侑,0.017,全国,37.0,0.027,71.0,0.014,,,0.0,0.021
5416,龍田真白,0.054,全国,49.0,0.204,76.0,0.118,,,0.077,0.044
5417,小柳勝希,0.151,全国,35.0,0.2,64.0,0.141,,,0.041,0.095
5418,堀内亜海,0.0,全国,50.0,0.0,85.0,0.0,,,0.0,0.0
5419,櫻井隼,0.078,全国,38.0,0.105,77.0,0.091,,,0.009,0.079
5420,吉原快誓,0.043,全国,46.0,0.043,73.0,0.041,,,0.01,0.019
5421,原田朱理,0.011,全国,26.0,0.038,56.0,0.018,,,0.013,0.0
5422,真田聖也,0.0,全国,28.0,0.0,61.0,0.0,,,0.0,0.0
5423,高橋嗣穏,0.0,全国,29.0,0.0,63.0,0.0,,,0.0,0.0
5424,熊倉幹太,0.0,全国,25.0,0.04,63.0,0.016,,,0.0,0.0
5425,西山育,0.009,全国,30.0,0.033,66.0,0.0,,,0.0,0.0
5426,甲斐貴大,0.068,全国,32.0,0.156,73.0,0.055,,,0.02,0.049
5427,港理樹,0.11,全国,46.0,0.13,88.0,0.136,,,0.024,0.104
5428,古園井綾南,0.0,全国,29.0,0.0,70.0,0.0,,,0.0,0.0
5429,吉川颯汰,0.01,全国,35.0,0.029,66.0,0.0,,,0.0,0.0
5430,鳥本智史,0.02,全国,28.0,0.071,70.0,0.029,,,0.02,0.02
5431,得山大輝,0.018,全国,35.0,0.057,70.0,0.014,,,0.01,0.01
5432,安藤瑠希,0.091,全国,45.0,0.178,67.0,0.134,,,0.04,0.05
5433,米本圭佑,0.033,全国,41.0,0.122,71.0,0.028,,,0.011,0.023
5434,藤田康生,0.133,全国,43.0,0.186,73.0,0.233,,,0.049,0.127
5435,中西月輝,0.018,全国,33.0,0.0,76.0,0.026,,,0.0,0.018
5436,市川瑚幸,0.017,全国,33.0,0.0,78.0,0.013,,,0.0,0.01
5437,中澤里桜,0.023,全国,21.0,0.048,63.0,0.048,,,0.024,0.024
5438,星田夢結,0.0,当地,38.0,0.053,78.0,0.0,,,0.0,0.019
5439,志賀美優,0.026,全国,25.0,0.0,79.0,0.051,,,0.0,0.029
5440,薗頭心,0.0,全国,17.0,0.0,86.0,0.035,,,0.037,0.0
5441,鈴木雄登,0.129,全国,38.0,0.316,72.0,0.278,,,0.107,0.116
5442,池田美優,0.027,全国,35.0,0.0,75.0,0.053,,,0.009,0.027
5443,西村仁吾,0.009,全国,33.0,0.03,76.0,0.026,,,0.018,0.009
5444,林風音,0.008,全国,33.0,0.0,83.0,0.024,,,0.009,0.009
5445,一ノ木匠,0.0,全国,,,29.0,0.0,,,0.0,0.0
5446,長嶺真李愛,0.0,全国,,,26.0,0.0,,,,
5447,岡本亜子,0.0,全国,,,31.0,0.0,,,0.0,0.0
5448,福田柊人,0.0,全国,,,35.0,0.0,,,0.0,0.0
5449,堀井涼平,0.0,全国,,,28.0,0.071,,,,
5450,藤本遼磨,0.042,全国,,,34.0,0.029,,,0.0,0.042
5451,知念伶奈,0.0,全国,,,23.0,0.043,,,,
5452,上馬場風依,0.0,全国,,,30.0,0.0,,,0.0,0.0
5453,久保翔耶,0.039,全国,20.0,0.05,30.0,0.133,,,0.039,0.039
5454,谷島咲希,0.0,全国,,,38.0,0.026,,,0.02,0.0
5455,澁澤周羽,0.038,全国,19.0,0.0,31.0,0.065,,,0.0,0.038
5456,今村天次朗,0.056,全国,,,39.0,0.051,,,0.0,0.057
5457,山田陽翔,0.0,全国,17.0,0.0,36.0,0.0,,,0.0,0.0
5458,田中大輝,0.0,当地,16.0,0.0,34.0,0.0,,,0.0,0.0
5459,田中きら,0.0,全国,,,24.0,0.0,,,,
5460,早川理稀,0.045,全国,15.0,0.0,48.0,0.062,,,0.0,0.045
5461,板頭里緒,0.0,全国,,,35.0,0.0,,,0.0,0.0
5462,山浦槙,0.024,全国,,,27.0,0.037,,,0.0,0.024
5463,出口飛龍,0.0,全国,,,33.0,0.0,,,0.0,0.0
5464,宮田栞,0.0,全国,,,26.0,0.0,,,,
5465,直江健成,0.0,全国,,,27.0,0.0,,,,
5466,成田華音,0.042,全国,,,32.0,0.062,,,0.021,0.042
5467,野村羽玖,0.13,全国,,,31.0,0.097,,,0.0,0.13
5468,山口隼人,0.0,全国,15.0,0.0,33.0,0.0,,,0.0,0.0
5469,今泉博人,0.02,全国,17.0,0.059,32.0,0.0,,,0.0,0.02
5470,坂口諒宗,0.0,全国,,,29.0,0.0,,,,
5471,田中結,0.0,全国,,,42.0,0.0,,,0.0,0.0
5472,中川海虹,0.0,全国,,,25.0,0.0,,,,
